startup_name,startup_name_clean,industry,sector,city,investors,stage,stage_clean,amount_usd,date,year,quarter,month,funding_era,source,city_clean
BuildSupply,buildsupply,"SaaS, Ecommerce",E-commerce,Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,Series A,3500000.0,2018-12-06 00:00:00,2018,4.0,12.0,2017-2019 Rationalization,dataset_1,Gurgaon
GoDesi,godesi,Food and Beverage,Foodtech,Bengaluru,Lead Angels Network,Seed/ Angel Funding,Seed,138995.0,2018-11-01 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Bengaluru
Veritas Finance Ltd.,veritas finance,NBFC,Other,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,Late Stage,27799000.0,2018-11-03 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Chennai
Meesho,meesho,Ecommerce,E-commerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,Series C,50000000.0,2018-11-06 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Bengaluru
Mobile Premier League,mobile premier league,Gaming,Media/Content,Bengaluru,Undisclosed,Series A,Series A,500000.0,2018-11-08 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Bengaluru
A&R Bon Vivants,ar bon vivants,Food,Foodtech,Jaipur,"RB Investments, Singapore",Equity,Series A,1000000.0,2018-11-08 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Jaipur
Blackbuck,blackbuck,Food Tech,Foodtech,"New York, Bengaluru",Tiger Global,Series A,Series A,1000000.0,2018-11-12 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,"New York, Bengaluru"
MilkBAsket,milkbasket,Food,Foodtech,New Delhi,Mayfield Fund,Series B,Series B,1300000.0,2018-11-12 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Delhi
DriveU,driveu,Transport,Mobility,Bengaluru,Stevens Creek Ventures,Mezzanine,PE/Debt,1000000.0,2018-11-13 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Bengaluru
CleanseCar,cleansecar,Services,Other,Bengaluru,Venture Catalysts,Seed/ Angel Funding,Seed,500000.0,2018-11-14 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Bengaluru
Automation Anywhere,automation anywhere,Automation,Mobility,California,SoftBank Vision Fund,Series B,Series B,300000000.0,2018-11-19 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,California
HealthifyMe,healthifyme,Health and Wellness,Healthtech,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),Series B,6000000.0,2018-11-20 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Bengaluru
Genius Corner,genius corner,Education,Edtech,Noida,Individual investors,Seed Funding,Seed,278000.0,2018-11-21 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Noida
Aavishkaar-Intellecap Group,aavishkaarintellecap group,Investment,Other,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,Series A,31000000.0,2018-11-22 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Mumbai
Skillbox,skillbox,Social Network,Consumer Tech,Gurugram,Individual investors,Seed Funding,Seed,,2018-11-22 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Gurgaon
Signzy,signzy,Financial Tech,Fintech,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,Series A,3400000.0,2018-11-23 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Mumbai/Bengaluru
Engineer.ai,engineerai,Software,SaaS/B2B,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,Series A,29500000.0,2018-11-24 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,India/US
InCred Finance,incred finance,Finance,Other,India,"Paragon Partners, Individual Investors",Private Equity,PE/Debt,42000000.0,2018-11-25 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,India
Roposo,roposo,Social Media,Media/Content,Delhi,Bertelsmann India Investments,Series B,Series B,1700000.0,2018-11-25 00:00:00,2018,4.0,11.0,2017-2019 Rationalization,dataset_1,Delhi
Northmist,northmist,Fashion,E-commerce,Delhi,Prashant Jaiswal,Seed/ Angel Funding,Seed,,2018-10-01 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Delhi
Origo Commodities India Pvt. Ltd,origo commodities india,Logistics,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,Seed,11000000.0,2018-10-02 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Hyderabad
Grover Zampa,grover zampa,Food,Foodtech,Mumbai,Ravi Viswanathan,Private Equity,PE/Debt,8200000.0,2018-10-04 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Mumbai
Droom,droom,Automobile,Mobility,Gurgaon,ZigExN,Series E,Late Stage,3000000.0,2018-10-05 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Gurgaon
Innov8,innov8,Real Estate,Proptech,New Delhi,Credence Family Office,Pre-Series A,Pre-Series A,4000000.0,2018-10-11 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Delhi
Blackbuck,blackbuck,Logistics Tech,Logistics,Bengaluru,Sequoia Capital India,Private Funding,PE/Debt,14680000.0,2018-10-12 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Bengaluru
LetsTransport,letstransport,Logistics Tech,Logistics,Bengaluru,Fosun International,Series C,Series C,12000000.0,2018-10-12 00:00:00,2018,4.0,10.0,2017-2019 Rationalization,dataset_1,Bengaluru
Netmeds,netmeds,Consumer Internet,Consumer Tech,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,PE/Debt,35000000.0,2018-09-01 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Chennai
Udaan,udaan,B2B Platform,SaaS/B2B,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,PE/Debt,225000000.0,2018-09-03 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Bengaluru
Daily hunt,daily hunt,Consumer Internet,Consumer Tech,Bengaluru,Falcon Edge,Private Equity,PE/Debt,6390000.0,2018-09-03 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Bengaluru
3HCare,3hcare,Healthcare,Healthtech,Delhi,,Seed / Angel Funding,Seed,1000000.0,2018-09-04 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Delhi
HappyGoEasy,happygoeasy,Consumer Internet,Consumer Tech,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,PE/Debt,,2018-09-04 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Gurgaon
Nykaa,nykaa,Consumer Internet,Consumer Tech,Mumbai,Lighthouse,Private Equity,PE/Debt,157200000.0,2018-09-05 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Mumbai
Mad Street Den,mad street den,Technology,Technology,Chennai,KDDI\\xc2\\xa0,Private Equity,PE/Debt,,2018-09-05 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Chennai
Dream11,dream11,Consumer Internet,Consumer Tech,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,PE/Debt,100000000.0,2018-09-06 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Mumbai
MamaEarth,mamaearth,Healthcare,Healthtech,Gurugram,Stellaris Ventures & Others,Private Equity,PE/Debt,4000000.0,2018-09-10 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Gurgaon
AutoGrid,autogrid,Technology,Technology,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,PE/Debt,32000000.0,2018-09-11 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Bengaluru
Pharmeasy,pharmeasy,Consumer Internet,Consumer Tech,Mumbai,InnoVen Capital,Debt Funding,PE/Debt,5500000.0,2018-09-11 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Mumbai
Upwards,upwards,Fin-Tech,Fintech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,PE/Debt,5000000.0,2018-09-11 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Mumbai
Kissht,kissht,Fin-Tech,Fintech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,PE/Debt,30000000.0,2018-09-12 00:00:00,2018,3.0,9.0,2017-2019 Rationalization,dataset_1,Mumbai
dishq,dishq,Food-Tech,Foodtech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,Seed,400000.0,2018-08-01 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
HealthFin,healthfin,Finance,Other,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,Seed,,2018-08-01 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Pune
Samosa Labs,samosa labs,Consumer Internet,Consumer Tech,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,PE/Debt,7000000.0,2018-08-02 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Hyderabad
ZiffyHomes,ziffyhomes,Consumer Internet,Consumer Tech,Gurugram,Y Combinator,Private Equity,PE/Debt,120000.0,2018-08-03 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Gurgaon
My OmNamo,my omnamo,Consumer Internet,Consumer Tech,Mumbai,,Seed/ Angel Funding,Seed,1000000.0,2018-08-07 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Mumbai
ShopX,shopx,Consumer Internet,Consumer Tech,Bengaluru,Fung Strategic Holdings,Private Equity,PE/Debt,35000000.0,2018-08-07 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
MakeMyTrip,makemytrip,Consumer Internet,Consumer Tech,Gurugram,MakeMyTrip Limited,Private Equity,PE/Debt,10000000.0,2018-08-07 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Gurgaon
Hansel io,hansel io,Consumer Internet,Consumer Tech,Bengaluru,Vertex Ventures,Seed/ Angel Funding,Seed,4000000.0,2018-08-08 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Metro Bikes,metro bikes,Consumer Internet,Consumer Tech,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,PE/Debt,12200000.0,2018-08-08 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Phone Pe,phone pe,Consumer Internet,Consumer Tech,Bengaluru,Flipkart,Private Equity,PE/Debt,66000000.0,2018-08-08 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
quizizz,quizizz,Ed-Tech,Edtech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,Seed,3000000.0,2018-08-09 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Happy EMI,happy emi,Fin-Tech,Fintech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,Seed,1000000.0,2018-08-09 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Inthree,inthree,Consumer Internet,Consumer Tech,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,Seed,4000000.0,2018-08-13 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Chennai
Observe AI,observe ai,Technology,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,PE/Debt,8000000.0,2018-08-13 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Enakshi,enakshi,Consumer Internet,Consumer Tech,Ahemadabad,,Seed/ Angel Funding,Seed,114811.0,2018-08-16 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Ahemadabad
EazyDiner,eazydiner,Consumer Internet,Consumer Tech,Gurugram,Denlow Investment Trust and Beenext,Private Equity,PE/Debt,5850000.0,2018-08-17 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Gurgaon
Finzy,finzy,Finance,Other,Bengaluru,,Seed / Angel Funding,Seed,1000000.0,2018-08-20 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
RawPressery,rawpressery,Consumer Internet,Consumer Tech,Mumbai,Alteria Capital,Debt Funding,PE/Debt,4800000.0,2018-08-20 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Mumbai
Pi Ventures,pi ventures,Technology,Technology,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,PE/Debt,6000000.0,2018-08-22 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Revv,revv,Consumer Internet,Consumer Tech,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,PE/Debt,14270000.0,2018-08-22 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Gurgaon
ZestMoney,zestmoney,Consumer Internet,Consumer Tech,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,PE/Debt,13400000.0,2018-08-26 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
Shubh Loans,shubh loans,Fin-Tech,Fintech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,PE/Debt,4200000.0,2018-08-26 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
MyUpchar,myupchar,Healthcare,Healthtech,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,PE/Debt,5000000.0,2018-08-27 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Delhi
Narvar,narvar,IT,Technology,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,PE/Debt,3000000.0,2018-08-28 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Bengaluru
True North,true north,Finance,Other,Mumbai,,Private Equity,PE/Debt,600000000.0,2018-08-30 00:00:00,2018,3.0,8.0,2017-2019 Rationalization,dataset_1,Mumbai
Leena AI,leena ai,Technology,Technology,Gurugram,Y Combinator,Seed/ Angel Funding,Seed,,2018-07-01 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
Biryani By Kilo,biryani by kilo,Consumer Internet,Consumer Tech,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,Seed,1000000.0,2018-07-02 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
Anchanto,anchanto,IT,Technology,Pune,MDI Ventures & Telkom Indonesia,Private Equity,PE/Debt,4000000.0,2018-07-04 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Pune
Loan Tap,loan tap,Consumer Internet,Consumer Tech,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,PE/Debt,6250000.0,,,,,,dataset_1,Mumbai
PolicyBazaar,policybazaar,Consumer Internet,Consumer Tech,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,PE/Debt,27700000.0,2018-07-06 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
zippserv,zippserv,Consumer Internet,Consumer Tech,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,Seed,440000.0,2018-07-09 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Groww,groww,Consumer Internet,Consumer Tech,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,Seed,1100000.0,2018-07-09 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Avenue Growth,avenue growth,Consumer Internet,Consumer Tech,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,Seed,437000.0,2018-07-10 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
iNICU,inicu,Healthcare,Healthtech,Delhi,Venture Catalysts,Seed/ Angel Funding,Seed,,2018-07-10 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Delhi
Kinara Capital,kinara capital,Finance,Other,Bengaluru,ResponsAbility,Private Equity,PE/Debt,5000000.0,2018-07-10 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Shop 101,shop 101,Consumer Internet,Consumer Tech,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,PE/Debt,5000000.0,2018-07-10 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Mumbai
Sambandh,sambandh,Consumer Internet,Consumer Tech,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,PE/Debt,2500000.0,2018-07-11 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Rourkela
19th mile,19th mile,IT,Technology,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,Seed,180000.0,2018-07-12 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
5th Vital,5th vital,Healthcare,Healthtech,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,Seed,500000.0,2018-07-12 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
MEngage,mengage,Healthcare,Healthtech,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,Seed,175000.0,2018-07-13 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Jaipur
Ofbusiness,ofbusiness,Finance,Other,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,PE/Debt,29000000.0,2018-07-17 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
Cars24,cars24,Consumer Internet,Consumer Tech,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,PE/Debt,49700000.0,2018-07-17 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
The Ken,the ken,Consumer Internet,Consumer Tech,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,Seed,1500000.0,2018-07-18 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Book My Show,book my show,Consumer Internet,Consumer Tech,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,PE/Debt,100000000.0,2018-07-19 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Mumbai
HousingMan,housingman,Consumer Internet,Consumer Tech,Bengaluru,,Seed/ Angel Funding,Seed,1500000.0,2018-07-20 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
PaySense,paysense,Consumer Internet,Consumer Tech,Mumbai,PayU & Others,Private Equity,PE/Debt,18000000.0,2018-07-21 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Mumbai
Yulu Bikes,yulu bikes,Technology,Technology,Bengaluru,,Seed/ Angel Funding,Seed,,2018-07-23 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
VTION,vtion,Technology,Technology,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,Seed,280000.0,2018-07-23 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
Log9 Materials,log9 materials,Technology,Technology,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,Seed,436000.0,2018-07-23 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
kidovators,kidovators,Ed-Tech,Edtech,Bengaluru,Gray Matters,Seed/ Angel Funding,Seed,180000.0,2018-07-24 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Digit,digit,Consumer Internet,Consumer Tech,Pune,Fairfax,Private Equity,PE/Debt,45000000.0,2018-07-24 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Pune
Black Soil,black soil,Finance,Other,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,PE/Debt,17000000.0,2018-07-25 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Mumbai
Trell,trell,Consumer Internet,Consumer Tech,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,Seed,1250000.0,2018-07-25 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
iqlect,iqlect,Technology,Technology,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,Seed,2500000.0,2018-07-25 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Entropik,entropik,IT,Technology,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,Seed,1100000.0,2018-07-26 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Bitla Software,bitla software,Technology,Technology,Bengaluru,MakeMyTrip,Private Equity,PE/Debt,,2018-07-26 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
TheCapitalNet,thecapitalnet,Fin-Tech,Fintech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,PE/Debt,500000.0,2018-07-26 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Hyderabad
Shuttl,shuttl,Consumer Internet,Consumer Tech,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,PE/Debt,11000000.0,2018-07-30 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Gurgaon
Cure Fit,cure fit,Consumer Internet,Consumer Tech,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,PE/Debt,120000000.0,2018-07-30 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Bengaluru
Five Star Group,five star group,Fin-Tech,Fintech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,PE/Debt,100000000.0,2018-07-31 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Chennai
Healthsignz,healthsignz,Healthcare,Healthtech,Hyderabad,Kantilal Patel,Seed/ Angel Funding,Seed,5000000.0,2018-07-31 00:00:00,2018,3.0,7.0,2017-2019 Rationalization,dataset_1,Hyderabad
CoinTribe,cointribe,Finance,Other,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,PE/Debt,10000000.0,2018-06-01 00:00:00,2018,2.0,6.0,2017-2019 Rationalization,dataset_1,Gurgaon
